Date,INR
2-Jun-2003,47.16
3-Jun-2003,47.03
4-Jun-2003,46.88
5-Jun-2003,46.91
6-Jun-2003,46.82
9-Jun-2003,46.9
10-Jun-2003,46.82
11-Jun-2003,46.73
12-Jun-2003,46.68
13-Jun-2003,46.69
16-Jun-2003,46.63
17-Jun-2003,46.64
18-Jun-2003,46.58
19-Jun-2003,46.58
20-Jun-2003,46.54
23-Jun-2003,46.58
24-Jun-2003,46.6
25-Jun-2003,46.62
26-Jun-2003,46.54
27-Jun-2003,46.49
30-Jun-2003,
1-Jul-2003,46.48
2-Jul-2003,46.46
3-Jul-2003,46.41
4-Jul-2003,46.33
7-Jul-2003,46.28
8-Jul-2003,46.29
9-Jul-2003,46.29
10-Jul-2003,46.21
11-Jul-2003,46.14
14-Jul-2003,46.06
15-Jul-2003,46.12
16-Jul-2003,46.2
17-Jul-2003,46.26
18-Jul-2003,46.23
21-Jul-2003,46.26
22-Jul-2003,46.26
23-Jul-2003,46.18
24-Jul-2003,46.15
25-Jul-2003,46.16
28-Jul-2003,46.13
29-Jul-2003,46.12
30-Jul-2003,
31-Jul-2003,46.14
1-Aug-2003,46.16
4-Aug-2003,46.11
5-Aug-2003,46.12
6-Aug-2003,46.08
7-Aug-2003,46.02
8-Aug-2003,46.03
11-Aug-2003,45.96
12-Aug-2003,45.93
13-Aug-2003,45.92
14-Aug-2003,45.91
15-Aug-2003,
18-Aug-2003,45.86
19-Aug-2003,45.84
20-Aug-2003,45.82
21-Aug-2003,45.84
22-Aug-2003,45.86
25-Aug-2003,45.86
26-Aug-2003,45.87
27-Aug-2003,45.84
28-Aug-2003,45.83
29-Aug-2003,45.85
1-Sep-2003,45.83
2-Sep-2003,45.87
3-Sep-2003,45.88
4-Sep-2003,45.92
5-Sep-2003,45.94
8-Sep-2003,45.85
9-Sep-2003,45.81
10-Sep-2003,45.77
11-Sep-2003,45.72
12-Sep-2003,45.78
15-Sep-2003,45.77
16-Sep-2003,45.85
17-Sep-2003,45.94
18-Sep-2003,46.08
19-Sep-2003,45.93
22-Sep-2003,45.79
23-Sep-2003,45.75
24-Sep-2003,45.84
25-Sep-2003,45.82
26-Sep-2003,45.87
29-Sep-2003,45.85
30-Sep-2003,
1-Oct-2003,45.68
2-Oct-2003,
3-Oct-2003,45.46
6-Oct-2003,45.42
7-Oct-2003,45.36
8-Oct-2003,45.29
9-Oct-2003,45.33
10-Oct-2003,45.38
13-Oct-2003,45.35
14-Oct-2003,45.59
15-Oct-2003,45.71
16-Oct-2003,45.29
17-Oct-2003,45.35
20-Oct-2003,45.35
21-Oct-2003,45.31
22-Oct-2003,45.37
23-Oct-2003,45.33
24-Oct-2003,45.33
27-Oct-2003,45.34
28-Oct-2003,45.4
29-Oct-2003,45.31
30-Oct-2003,45.32
31-Oct-2003,45.32
3-Nov-2003,45.33
4-Nov-2003,45.36
5-Nov-2003,45.32
6-Nov-2003,45.29
7-Nov-2003,45.29
10-Nov-2003,45.27
11-Nov-2003,45.29
12-Nov-2003,45.32
13-Nov-2003,45.39
14-Nov-2003,45.35
17-Nov-2003,45.41
18-Nov-2003,45.54
19-Nov-2003,45.54
20-Nov-2003,45.71
21-Nov-2003,45.84
24-Nov-2003,45.87
25-Nov-2003,45.93
26-Nov-2003,
27-Nov-2003,45.89
28-Nov-2003,45.94
1-Dec-2003,45.78
2-Dec-2003,45.71
3-Dec-2003,45.62
4-Dec-2003,45.62
5-Dec-2003,45.62
8-Dec-2003,45.56
9-Dec-2003,45.54
10-Dec-2003,45.58
11-Dec-2003,45.54
12-Dec-2003,45.53
15-Dec-2003,45.56
16-Dec-2003,45.56
17-Dec-2003,45.54
18-Dec-2003,45.52
19-Dec-2003,45.52
22-Dec-2003,45.52
23-Dec-2003,45.6
24-Dec-2003,
26-Dec-2003,45.58
29-Dec-2003,45.66
30-Dec-2003,45.64
31-Dec-2003,45.61
2-Jan-2004,45.59
5-Jan-2004,45.62
6-Jan-2004,45.62
7-Jan-2004,45.63
8-Jan-2004,45.54
9-Jan-2004,45.5
12-Jan-2004,45.42
13-Jan-2004,45.43
14-Jan-2004,45.41
15-Jan-2004,45.43
16-Jan-2004,45.45
19-Jan-2004,45.41
20-Jan-2004,45.42
21-Jan-2004,45.39
22-Jan-2004,45.4
23-Jan-2004,45.36
26-Jan-2004,
27-Jan-2004,45.36
28-Jan-2004,45.34
29-Jan-2004,45.35
30-Jan-2004,45.31
2-Feb-2004,
3-Feb-2004,45.3
4-Feb-2004,45.31
5-Feb-2004,45.27
6-Feb-2004,45.28
9-Feb-2004,45.27
10-Feb-2004,45.25
11-Feb-2004,45.26
12-Feb-2004,45.25
13-Feb-2004,45.26
16-Feb-2004,45.25
17-Feb-2004,45.29
18-Feb-2004,
19-Feb-2004,45.28
20-Feb-2004,45.27
23-Feb-2004,45.29
24-Feb-2004,45.29
25-Feb-2004,45.27
26-Feb-2004,45.24
27-Feb-2004,45.26
1-Mar-2004,45.24
2-Mar-2004,
3-Mar-2004,45.24
4-Mar-2004,45.3
5-Mar-2004,45.31
8-Mar-2004,45.25
9-Mar-2004,45.21
10-Mar-2004,45.23
11-Mar-2004,45.25
12-Mar-2004,45.27
15-Mar-2004,45.25
16-Mar-2004,45.24
17-Mar-2004,45.25
18-Mar-2004,45.22
19-Mar-2004,45.22
22-Mar-2004,45.15
23-Mar-2004,44.93
24-Mar-2004,44.76
25-Mar-2004,44.75
26-Mar-2004,44.73
29-Mar-2004,44.12
30-Mar-2004,
31-Mar-2004,43.39
1-Apr-2004,
2-Apr-2004,43.77
5-Apr-2004,43.67
6-Apr-2004,43.78
7-Apr-2004,43.56
8-Apr-2004,43.62
9-Apr-2004,
12-Apr-2004,43.65
13-Apr-2004,43.76
14-Apr-2004,
15-Apr-2004,43.9
16-Apr-2004,43.89
19-Apr-2004,43.86
20-Apr-2004,44
21-Apr-2004,44
22-Apr-2004,44.04
23-Apr-2004,44.16
26-Apr-2004,
27-Apr-2004,44.18
28-Apr-2004,44.18
29-Apr-2004,44.41
30-Apr-2004,44.37
3-May-2004,44.97
4-May-2004,
5-May-2004,44.76
6-May-2004,44.69
7-May-2004,44.71
10-May-2004,44.95
11-May-2004,45.34
12-May-2004,45.42
13-May-2004,45.12
14-May-2004,45.44
17-May-2004,45.96
18-May-2004,45.46
19-May-2004,45.29
20-May-2004,45.25
21-May-2004,45.33
24-May-2004,45.37
25-May-2004,45.36
26-May-2004,45.34
27-May-2004,45.45
28-May-2004,45.39
1-Jun-2004,45.45
2-Jun-2004,45.42
3-Jun-2004,45.31
4-Jun-2004,45.19
7-Jun-2004,45.06
8-Jun-2004,45.09
9-Jun-2004,44.98
10-Jun-2004,45.07
11-Jun-2004,45.09
14-Jun-2004,45.26
15-Jun-2004,45.28
16-Jun-2004,45.39
17-Jun-2004,45.54
18-Jun-2004,45.63
21-Jun-2004,45.82
22-Jun-2004,46.2
23-Jun-2004,46.06
24-Jun-2004,45.83
25-Jun-2004,45.9
28-Jun-2004,45.84
29-Jun-2004,45.96
30-Jun-2004,45.98
1-Jul-2004,45.88
2-Jul-2004,45.96
5-Jul-2004,45.75
6-Jul-2004,45.98
7-Jul-2004,45.95
8-Jul-2004,45.73
9-Jul-2004,45.76
12-Jul-2004,45.64
13-Jul-2004,45.82
14-Jul-2004,45.94
15-Jul-2004,46.15
16-Jul-2004,46.17
19-Jul-2004,45.95
20-Jul-2004,46.06
21-Jul-2004,46.09
22-Jul-2004,46.18
23-Jul-2004,46.22
26-Jul-2004,46.27
27-Jul-2004,46.27
28-Jul-2004,46.31
29-Jul-2004,46.43
30-Jul-2004,46.45
2-Aug-2004,46.36
3-Aug-2004,46.3
4-Aug-2004,46.37
5-Aug-2004,46.33
6-Aug-2004,46.43
9-Aug-2004,46.38
10-Aug-2004,46.46
11-Aug-2004,46.36
12-Aug-2004,46.26
13-Aug-2004,46.26
16-Aug-2004,46.32
17-Aug-2004,46.41
18-Aug-2004,46.39
19-Aug-2004,46.35
20-Aug-2004,
23-Aug-2004,46.25
24-Aug-2004,46.29
25-Aug-2004,46.33
26-Aug-2004,46.35
27-Aug-2004,46.31
30-Aug-2004,46.34
31-Aug-2004,46.34
1-Sep-2004,46.33
2-Sep-2004,46.35
3-Sep-2004,46.32
6-Sep-2004,46.32
7-Sep-2004,46.37
8-Sep-2004,46.34
9-Sep-2004,46.3
10-Sep-2004,46.27
13-Sep-2004,46.22
14-Sep-2004,46.03
15-Sep-2004,45.8
16-Sep-2004,45.95
17-Sep-2004,45.83
20-Sep-2004,45.94
21-Sep-2004,45.86
22-Sep-2004,45.79
23-Sep-2004,45.94
24-Sep-2004,45.94
27-Sep-2004,45.95
28-Sep-2004,46.05
29-Sep-2004,46.16
30-Sep-2004,
1-Oct-2004,45.92
4-Oct-2004,45.91
5-Oct-2004,45.86
6-Oct-2004,45.9
7-Oct-2004,45.86
8-Oct-2004,45.83
11-Oct-2004,45.77
12-Oct-2004,45.86
13-Oct-2004,
14-Oct-2004,45.86
15-Oct-2004,45.86
18-Oct-2004,45.83
19-Oct-2004,45.83
20-Oct-2004,45.79
21-Oct-2004,45.77
22-Oct-2004,
25-Oct-2004,45.65
26-Oct-2004,45.66
27-Oct-2004,45.72
28-Oct-2004,45.56
29-Oct-2004,45.45
1-Nov-2004,45.41
2-Nov-2004,
3-Nov-2004,45.5
4-Nov-2004,45.3
5-Nov-2004,45.1
8-Nov-2004,45.11
9-Nov-2004,45.1
10-Nov-2004,45.15
11-Nov-2004,45.2
12-Nov-2004,
15-Nov-2004,
16-Nov-2004,45.01
17-Nov-2004,45.03
18-Nov-2004,45.03
19-Nov-2004,45.13
22-Nov-2004,45.08
23-Nov-2004,45.06
24-Nov-2004,45.06
25-Nov-2004,45.03
26-Nov-2004,
29-Nov-2004,44.97
30-Nov-2004,44.75
1-Dec-2004,44.47
2-Dec-2004,44.22
3-Dec-2004,44.24
6-Dec-2004,43.83
7-Dec-2004,43.7
8-Dec-2004,43.92
9-Dec-2004,44.23
10-Dec-2004,44.61
13-Dec-2004,44.35
14-Dec-2004,44.09
15-Dec-2004,44.13
16-Dec-2004,43.89
17-Dec-2004,44.03
20-Dec-2004,43.91
21-Dec-2004,43.8
22-Dec-2004,43.88
23-Dec-2004,43.79
24-Dec-2004,43.81
27-Dec-2004,43.84
28-Dec-2004,43.78
29-Dec-2004,43.74
30-Dec-2004,43.71
31-Dec-2004,43.58
3-Jan-2005,43.61
4-Jan-2005,43.43
5-Jan-2005,43.77
6-Jan-2005,43.87
7-Jan-2005,43.83
10-Jan-2005,44.02
11-Jan-2005,43.82
12-Jan-2005,43.73
13-Jan-2005,43.69
14-Jan-2005,43.85
17-Jan-2005,43.72
18-Jan-2005,43.74
19-Jan-2005,43.74
20-Jan-2005,43.78
21-Jan-2005,
24-Jan-2005,43.75
25-Jan-2005,43.81
26-Jan-2005,
27-Jan-2005,43.75
28-Jan-2005,43.78
31-Jan-2005,43.69
1-Feb-2005,43.68
2-Feb-2005,43.59
3-Feb-2005,43.36
4-Feb-2005,43.47
7-Feb-2005,43.46
8-Feb-2005,43.6
9-Feb-2005,43.64
10-Feb-2005,43.78
11-Feb-2005,43.79
14-Feb-2005,43.72
15-Feb-2005,43.76
16-Feb-2005,43.82
17-Feb-2005,43.74
18-Feb-2005,43.84
21-Feb-2005,43.82
22-Feb-2005,43.72
23-Feb-2005,43.72
24-Feb-2005,43.7
25-Feb-2005,43.69
28-Feb-2005,43.64
1-Mar-2005,43.72
2-Mar-2005,43.7
3-Mar-2005,43.65
4-Mar-2005,43.71
7-Mar-2005,43.69
8-Mar-2005,
9-Mar-2005,43.67
10-Mar-2005,43.58
11-Mar-2005,43.58
14-Mar-2005,43.52
15-Mar-2005,43.55
16-Mar-2005,43.62
17-Mar-2005,43.63
18-Mar-2005,43.69
21-Mar-2005,43.67
22-Mar-2005,43.77
23-Mar-2005,43.74
24-Mar-2005,43.83
25-Mar-2005,
28-Mar-2005,43.81
29-Mar-2005,43.79
30-Mar-2005,43.82
31-Mar-2005,43.75
1-Apr-2005,
4-Apr-2005,43.76
5-Apr-2005,43.81
6-Apr-2005,43.76
7-Apr-2005,43.74
8-Apr-2005,43.77
11-Apr-2005,43.74
12-Apr-2005,43.7
13-Apr-2005,43.75
14-Apr-2005,
15-Apr-2005,43.83
18-Apr-2005,
19-Apr-2005,43.76
20-Apr-2005,43.76
21-Apr-2005,43.75
22-Apr-2005,
25-Apr-2005,43.71
26-Apr-2005,43.69
27-Apr-2005,43.71
28-Apr-2005,43.71
29-Apr-2005,43.65
2-May-2005,43.57
3-May-2005,43.6
4-May-2005,43.54
5-May-2005,43.41
6-May-2005,43.44
9-May-2005,43.51
10-May-2005,43.45
11-May-2005,43.37
12-May-2005,43.3
13-May-2005,43.43
16-May-2005,43.49
17-May-2005,43.43
18-May-2005,43.56
19-May-2005,43.45
20-May-2005,43.5
23-May-2005,
24-May-2005,43.49
25-May-2005,43.51
26-May-2005,43.52
27-May-2005,43.52
30-May-2005,43.54
31-May-2005,43.69
1-Jun-2005,43.72
2-Jun-2005,43.76
3-Jun-2005,43.66
6-Jun-2005,43.6
7-Jun-2005,43.53
8-Jun-2005,43.53
9-Jun-2005,43.55
10-Jun-2005,43.56
13-Jun-2005,43.62
14-Jun-2005,43.65
15-Jun-2005,43.66
16-Jun-2005,43.61
17-Jun-2005,43.59
20-Jun-2005,43.54
21-Jun-2005,43.61
22-Jun-2005,43.5
23-Jun-2005,43.53
24-Jun-2005,43.56
27-Jun-2005,43.49
28-Jun-2005,43.56
29-Jun-2005,43.55
30-Jun-2005,43.51
1-Jul-2005,43.53
4-Jul-2005,43.56
5-Jul-2005,43.57
6-Jul-2005,43.57
7-Jul-2005,43.64
8-Jul-2005,43.63
11-Jul-2005,43.56
12-Jul-2005,43.53
13-Jul-2005,43.52
14-Jul-2005,43.53
15-Jul-2005,43.52
18-Jul-2005,43.54
19-Jul-2005,43.56
20-Jul-2005,43.54
21-Jul-2005,43.51
22-Jul-2005,43.39
25-Jul-2005,43.5
26-Jul-2005,43.52
27-Jul-2005,
28-Jul-2005,
29-Jul-2005,43.49
1-Aug-2005,43.45
2-Aug-2005,43.46
3-Aug-2005,43.51
4-Aug-2005,43.51
5-Aug-2005,43.5
8-Aug-2005,43.55
9-Aug-2005,43.55
10-Aug-2005,43.53
11-Aug-2005,43.58
12-Aug-2005,43.6
15-Aug-2005,
16-Aug-2005,43.54
17-Aug-2005,43.54
18-Aug-2005,43.56
19-Aug-2005,43.58
22-Aug-2005,43.59
23-Aug-2005,43.67
24-Aug-2005,43.72
25-Aug-2005,43.76
26-Aug-2005,43.73
29-Aug-2005,43.78
30-Aug-2005,44.02
31-Aug-2005,44.04
1-Sep-2005,44.12
2-Sep-2005,43.95
5-Sep-2005,43.74
6-Sep-2005,43.86
7-Sep-2005,
8-Sep-2005,43.86
9-Sep-2005,43.81
12-Sep-2005,43.82
13-Sep-2005,43.88
14-Sep-2005,43.92
15-Sep-2005,43.94
16-Sep-2005,43.87
19-Sep-2005,43.9
20-Sep-2005,43.91
21-Sep-2005,43.92
22-Sep-2005,43.9
23-Sep-2005,43.93
26-Sep-2005,43.95
27-Sep-2005,43.98
28-Sep-2005,44.08
29-Sep-2005,43.99
30-Sep-2005,
3-Oct-2005,44.09
4-Oct-2005,44.13
5-Oct-2005,44.31
6-Oct-2005,44.26
7-Oct-2005,44.32
10-Oct-2005,44.62
11-Oct-2005,44.94
12-Oct-2005,
13-Oct-2005,44.89
14-Oct-2005,44.89
17-Oct-2005,44.82
18-Oct-2005,45.11
19-Oct-2005,45.32
20-Oct-2005,45.2
21-Oct-2005,45.09
24-Oct-2005,45.14
25-Oct-2005,45.12
26-Oct-2005,44.94
27-Oct-2005,45.06
28-Oct-2005,45.09
31-Oct-2005,45.11
1-Nov-2005,
2-Nov-2005,45.18
3-Nov-2005,45.27
4-Nov-2005,45.41
7-Nov-2005,45.67
8-Nov-2005,45.99
9-Nov-2005,45.8
10-Nov-2005,45.81
11-Nov-2005,45.77
14-Nov-2005,45.67
15-Nov-2005,
16-Nov-2005,45.82
17-Nov-2005,45.77
18-Nov-2005,45.74
21-Nov-2005,45.78
22-Nov-2005,45.85
23-Nov-2005,45.74
24-Nov-2005,
25-Nov-2005,
28-Nov-2005,45.94
29-Nov-2005,45.92
30-Nov-2005,45.94
1-Dec-2005,45.99
2-Dec-2005,46.12
5-Dec-2005,46.28
6-Dec-2005,46.18
7-Dec-2005,46.17
8-Dec-2005,46.33
9-Dec-2005,46.22
12-Dec-2005,46.2
13-Dec-2005,46.06
14-Dec-2005,45.84
15-Dec-2005,45.5
16-Dec-2005,
19-Dec-2005,45.24
20-Dec-2005,45.03
21-Dec-2005,45.37
22-Dec-2005,45.32
23-Dec-2005,45.16
26-Dec-2005,45.12
27-Dec-2005,45.2
28-Dec-2005,45.26
29-Dec-2005,45.16
30-Dec-2005,45.07
2-Jan-2006,45.05
3-Jan-2006,44.95
4-Jan-2006,44.85
5-Jan-2006,44.67
6-Jan-2006,44.66
9-Jan-2006,44.28
10-Jan-2006,44.38
11-Jan-2006,
12-Jan-2006,44.15
13-Jan-2006,44.26
16-Jan-2006,44.17
17-Jan-2006,44.31
18-Jan-2006,44.51
19-Jan-2006,44.36
20-Jan-2006,44.36
23-Jan-2006,44.15
24-Jan-2006,44.21
25-Jan-2006,44.29
26-Jan-2006,
27-Jan-2006,44.15
30-Jan-2006,44.14
31-Jan-2006,44.07
1-Feb-2006,44.15
2-Feb-2006,44.31
3-Feb-2006,44.23
6-Feb-2006,44.2
7-Feb-2006,44.27
8-Feb-2006,44.2
9-Feb-2006,
10-Feb-2006,44.21
13-Feb-2006,44.26
14-Feb-2006,44.22
15-Feb-2006,44.27
16-Feb-2006,44.3
17-Feb-2006,44.46
20-Feb-2006,44.43
21-Feb-2006,44.4
22-Feb-2006,44.51
23-Feb-2006,44.56
24-Feb-2006,44.45
27-Feb-2006,44.42
28-Feb-2006,44.44
1-Mar-2006,44.35
2-Mar-2006,44.34
3-Mar-2006,44.36
6-Mar-2006,44.32
7-Mar-2006,44.33
8-Mar-2006,44.42
9-Mar-2006,44.55
10-Mar-2006,44.5
13-Mar-2006,44.53
14-Mar-2006,44.47
15-Mar-2006,
16-Mar-2006,44.41
17-Mar-2006,44.42
20-Mar-2006,44.44
21-Mar-2006,44.38
22-Mar-2006,44.47
23-Mar-2006,44.55
24-Mar-2006,44.66
27-Mar-2006,44.66
28-Mar-2006,44.66
29-Mar-2006,44.69
30-Mar-2006,
31-Mar-2006,
3-Apr-2006,44.61
4-Apr-2006,44.61
5-Apr-2006,44.69
6-Apr-2006,
7-Apr-2006,44.63
10-Apr-2006,44.74
11-Apr-2006,
12-Apr-2006,44.93
13-Apr-2006,45.3
14-Apr-2006,
17-Apr-2006,45.15
18-Apr-2006,45.15
19-Apr-2006,45.14
20-Apr-2006,45.15
21-Apr-2006,45.09
24-Apr-2006,45.06
25-Apr-2006,44.83
26-Apr-2006,45.03
27-Apr-2006,45.06
28-Apr-2006,44.97
1-May-2006,
2-May-2006,44.9
3-May-2006,44.86
4-May-2006,44.97
5-May-2006,44.88
8-May-2006,44.88
9-May-2006,44.96
10-May-2006,44.93
11-May-2006,45.07
12-May-2006,45.05
15-May-2006,45.39
16-May-2006,45.61
17-May-2006,45.34
18-May-2006,45.48
19-May-2006,45.46
22-May-2006,45.68
23-May-2006,45.52
24-May-2006,45.73
25-May-2006,45.85
26-May-2006,45.85
29-May-2006,45.97
30-May-2006,46.19
31-May-2006,46.43
1-Jun-2006,46.22
2-Jun-2006,46.17
5-Jun-2006,45.82
6-Jun-2006,45.92
7-Jun-2006,45.93
8-Jun-2006,46.06
9-Jun-2006,45.92
12-Jun-2006,45.88
13-Jun-2006,46.04
14-Jun-2006,45.98
15-Jun-2006,45.91
16-Jun-2006,45.92
19-Jun-2006,45.89
20-Jun-2006,45.91
21-Jun-2006,45.92
22-Jun-2006,46.01
23-Jun-2006,46.2
26-Jun-2006,46.34
27-Jun-2006,46.36
28-Jun-2006,46.4
29-Jun-2006,46.34
30-Jun-2006,46.08
3-Jul-2006,45.98
4-Jul-2006,46.01
5-Jul-2006,46.03
6-Jul-2006,46.15
7-Jul-2006,46.12
10-Jul-2006,46.06
11-Jul-2006,46.21
12-Jul-2006,46.21
13-Jul-2006,46.29
14-Jul-2006,46.43
17-Jul-2006,46.44
18-Jul-2006,46.73
19-Jul-2006,46.95
20-Jul-2006,46.84
21-Jul-2006,46.83
24-Jul-2006,46.93
25-Jul-2006,46.81
26-Jul-2006,46.85
27-Jul-2006,46.64
28-Jul-2006,46.56
31-Jul-2006,46.51
1-Aug-2006,46.65
2-Aug-2006,46.56
3-Aug-2006,46.72
4-Aug-2006,46.54
7-Aug-2006,46.49
8-Aug-2006,46.59
9-Aug-2006,46.53
10-Aug-2006,46.43
11-Aug-2006,46.52
14-Aug-2006,46.56
15-Aug-2006,
16-Aug-2006,46.55
17-Aug-2006,46.46
18-Aug-2006,46.48
21-Aug-2006,46.45
22-Aug-2006,46.52
23-Aug-2006,46.56
24-Aug-2006,46.5
25-Aug-2006,46.61
28-Aug-2006,46.56
29-Aug-2006,46.52
30-Aug-2006,46.51
31-Aug-2006,46.55
1-Sep-2006,46.53
4-Sep-2006,46.44
5-Sep-2006,46.22
6-Sep-2006,46.21
7-Sep-2006,46.1
8-Sep-2006,46.2
11-Sep-2006,46.27
12-Sep-2006,46.34
13-Sep-2006,46.22
14-Sep-2006,46.15
15-Sep-2006,46.13
18-Sep-2006,46.12
19-Sep-2006,46.11
20-Sep-2006,46.05
21-Sep-2006,45.88
22-Sep-2006,45.94
25-Sep-2006,45.86
26-Sep-2006,45.97
27-Sep-2006,45.92
28-Sep-2006,45.92
29-Sep-2006,45.96
2-Oct-2006,
3-Oct-2006,45.84
4-Oct-2006,45.69
5-Oct-2006,45.71
6-Oct-2006,45.61
9-Oct-2006,45.72
10-Oct-2006,45.74
11-Oct-2006,45.76
12-Oct-2006,45.6
13-Oct-2006,45.49
16-Oct-2006,45.46
17-Oct-2006,45.36
18-Oct-2006,45.26
19-Oct-2006,45.32
20-Oct-2006,45.31
23-Oct-2006,45.4
24-Oct-2006,
25-Oct-2006,
26-Oct-2006,45.3
27-Oct-2006,45.22
30-Oct-2006,45.09
31-Oct-2006,45.02
1-Nov-2006,44.93
2-Nov-2006,44.93
3-Nov-2006,44.84
6-Nov-2006,44.86
7-Nov-2006,44.83
8-Nov-2006,44.68
9-Nov-2006,44.65
10-Nov-2006,44.45
13-Nov-2006,44.9
14-Nov-2006,45.16
15-Nov-2006,45.34
16-Nov-2006,45.17
17-Nov-2006,45.01
20-Nov-2006,44.86
21-Nov-2006,44.99
22-Nov-2006,44.75
23-Nov-2006,
24-Nov-2006,
27-Nov-2006,44.64
28-Nov-2006,44.74
29-Nov-2006,44.65
30-Nov-2006,44.76
1-Dec-2006,44.67
4-Dec-2006,44.59
5-Dec-2006,44.56
6-Dec-2006,44.51
7-Dec-2006,44.66
8-Dec-2006,44.69
11-Dec-2006,44.76
12-Dec-2006,44.82
13-Dec-2006,44.83
14-Dec-2006,44.74
15-Dec-2006,44.66
18-Dec-2006,44.79
19-Dec-2006,44.83
20-Dec-2006,44.74
21-Dec-2006,44.73
22-Dec-2006,44.59
26-Dec-2006,44.54
27-Dec-2006,44.39
28-Dec-2006,44.36
29-Dec-2006,44.23
2-Jan-2007,44.2
3-Jan-2007,44.33
4-Jan-2007,44.42
5-Jan-2007,44.3
8-Jan-2007,44.42
9-Jan-2007,44.47
10-Jan-2007,44.53
11-Jan-2007,44.56
12-Jan-2007,44.61
15-Jan-2007,44.31
16-Jan-2007,44.32
17-Jan-2007,44.27
18-Jan-2007,44.25
19-Jan-2007,44.34
22-Jan-2007,
23-Jan-2007,44.21
24-Jan-2007,44.23
25-Jan-2007,44.24
26-Jan-2007,
29-Jan-2007,44.27
30-Jan-2007,
31-Jan-2007,44.17
1-Feb-2007,
2-Feb-2007,44.11
5-Feb-2007,44.11
6-Feb-2007,
7-Feb-2007,44.09
8-Feb-2007,44.12
9-Feb-2007,44.06
12-Feb-2007,44.18
13-Feb-2007,44.17
14-Feb-2007,44.16
15-Feb-2007,44.09
16-Feb-2007,
19-Feb-2007,44.07
20-Feb-2007,44.2
21-Feb-2007,44.19
22-Feb-2007,44.25
23-Feb-2007,44.28
26-Feb-2007,44.17
27-Feb-2007,44.2
28-Feb-2007,44.31
1-Mar-2007,44.27
2-Mar-2007,44.28
5-Mar-2007,44.49
6-Mar-2007,44.56
7-Mar-2007,44.5
8-Mar-2007,44.44
9-Mar-2007,44.27
12-Mar-2007,44.22
13-Mar-2007,44.22
14-Mar-2007,44.31
15-Mar-2007,44.22
16-Mar-2007,44.17
19-Mar-2007,
20-Mar-2007,43.98
21-Mar-2007,43.63
22-Mar-2007,43.66
23-Mar-2007,43.7
26-Mar-2007,43.39
27-Mar-2007,
28-Mar-2007,43.14
29-Mar-2007,43.47
30-Mar-2007,43.59
2-Apr-2007,
3-Apr-2007,43.13
4-Apr-2007,42.9
5-Apr-2007,43.15
6-Apr-2007,
9-Apr-2007,42.88
10-Apr-2007,42.86
11-Apr-2007,42.87
12-Apr-2007,42.86
13-Apr-2007,42.74
16-Apr-2007,42.3
17-Apr-2007,41.73
18-Apr-2007,41.89
19-Apr-2007,42.15
20-Apr-2007,41.99
23-Apr-2007,41.67
24-Apr-2007,41.64
25-Apr-2007,40.97
26-Apr-2007,40.78
27-Apr-2007,41.07
30-Apr-2007,41.29
1-May-2007,
2-May-2007,
3-May-2007,41.18
4-May-2007,40.9
7-May-2007,40.57
8-May-2007,40.78
9-May-2007,40.91
10-May-2007,41
11-May-2007,41.34
14-May-2007,40.93
15-May-2007,40.87
16-May-2007,40.84
17-May-2007,40.84
18-May-2007,40.9
21-May-2007,40.6
22-May-2007,40.64
23-May-2007,40.55
24-May-2007,40.57
25-May-2007,40.6
28-May-2007,
29-May-2007,40.45
30-May-2007,40.64
31-May-2007,40.73
1-Jun-2007,40.54
4-Jun-2007,40.47
5-Jun-2007,40.56
6-Jun-2007,40.55
7-Jun-2007,40.63
8-Jun-2007,40.98
11-Jun-2007,40.91
12-Jun-2007,40.73
13-Jun-2007,40.93
14-Jun-2007,40.84
15-Jun-2007,
18-Jun-2007,40.76
19-Jun-2007,40.7
20-Jun-2007,40.82
21-Jun-2007,40.75
22-Jun-2007,40.71
25-Jun-2007,40.81
26-Jun-2007,40.95
27-Jun-2007,41.01
28-Jun-2007,40.84
29-Jun-2007,40.75
2-Jul-2007,40.66
3-Jul-2007,40.58
4-Jul-2007,40.49
5-Jul-2007,40.46
6-Jul-2007,40.46
9-Jul-2007,40.41
10-Jul-2007,40.41
11-Jul-2007,40.38
12-Jul-2007,40.38
13-Jul-2007,40.47
16-Jul-2007,40.37
17-Jul-2007,40.36
18-Jul-2007,40.4
19-Jul-2007,40.39
20-Jul-2007,40.33
23-Jul-2007,40.34
24-Jul-2007,40.24
25-Jul-2007,40.3
26-Jul-2007,40.27
27-Jul-2007,40.48
30-Jul-2007,40.54
31-Jul-2007,40.44
1-Aug-2007,40.55
2-Aug-2007,40.43
3-Aug-2007,40.36
6-Aug-2007,40.45
7-Aug-2007,40.37
8-Aug-2007,40.58
9-Aug-2007,40.4
10-Aug-2007,40.67
13-Aug-2007,40.56
14-Aug-2007,40.69
15-Aug-2007,
16-Aug-2007,41.09
17-Aug-2007,41.57
20-Aug-2007,
21-Aug-2007,41.06
22-Aug-2007,41.01
23-Aug-2007,40.86
24-Aug-2007,41.18
27-Aug-2007,40.98
28-Aug-2007,41.12
29-Aug-2007,41.24
30-Aug-2007,41.04
31-Aug-2007,40.96
3-Sep-2007,40.88
4-Sep-2007,40.91
5-Sep-2007,40.94
